APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
35.333333333333336,0.0,0,0,13:19,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
32.666666666666664,0.0,0,0,13:23,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
35.333333333333336,0.0,0,0,13:26,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
34.0,0.0,0,0,13:30,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
30.0,0.0,0,0,13:33,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
26.0,0.0,0,0,13:37,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
27.666666666666668,0.0,-1,0,13:40,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
31.0,0.0,-1,0,13:44,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
37.333333333333336,0.0,2,0,13:48,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
38.666666666666664,0.0,0,0,13:51,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
31.666666666666668,0.0,1,0,13:55,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
29.333333333333332,0.0,0,0,13:58,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
29.333333333333332,0.0,0,0,14:02,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
30.0,1.6666666666666667,0,0,14:06,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
29.666666666666668,15.0,5,0,14:10,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
37.666666666666664,61.666666666666664,23,0,14:13,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
46.0,80.66666666666667,66,0,14:17,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
48.333333333333336,80.0,85,0,14:20,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
43.333333333333336,55.0,88,0,14:24,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
30.666666666666668,21.666666666666668,68,0,14:28,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
22.666666666666668,21.666666666666668,46,0,14:31,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
15.0,15.0,27,0,14:35,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
13.666666666666666,5.0,19,0,14:38,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
16.666666666666668,3.3333333333333335,12,0,14:42,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
24.333333333333332,0.0,5,0,14:46,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
33.0,0.0,1,0,14:49,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
30.666666666666668,0.0,0,0,14:53,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
32.333333333333336,0.0,-1,0,14:57,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
34.666666666666664,0.0,0,0,15:00,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
39.333333333333336,0.0,0,0,15:04,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
1.3333333333333333,39.666666666666664,4,4,20:07,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
39.333333333333336,229.66666666666666,118,0,20:11,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
68.0,64.0,130,0,20:14,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
82.33333333333333,16.666666666666668,85,0,20:18,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
72.66666666666667,1.6666666666666667,24,0,20:22,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
34.0,0.0,8,0,20:26,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
11.0,0.0,1,0,20:29,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
3.6666666666666665,0.0,1,0,20:33,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
3.3333333333333335,0.0,0,0,20:37,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
5.333333333333333,0.0,0,4,20:40,1
